Location,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Date,Product_ID,Product_Name,Brand,Quantity_liters&kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold_liters&kg,Price_per_Unit_sold,Approx_Total Revenue_INR,Customer_Location,Sales_Channel,Quantity_in_Stock_liters&kg,Minimum_Stock_Threshold_liters&kg,Reorder_Quantity_liters&kg,Stock_check,Deliver_expire_product
Tamil Nadu,424.34,57,Small,1/25/2022,10,Ghee,Raj,37.35,28.47,1063.35,132,Ambient,"December 30, 2021",5/11/2022,29,23.57,683.53,Karnataka,Online,8,80.6,20.21,IN DANGER,YES
Madhya Pradesh,827.93,26,Medium,4/26/2022,9,Paneer,Sudha,997.79,71.27,71112.49,14,Refrigerated,3/3/2022,3/17/2022,97,67.59,6556.23,Telangana,Wholesale,900,89.85,172.02,SAFE,NO
Rajasthan,494.73,55,Large,7/14/2020,5,Ice Cream,Amul,68.79,33.96,2336.11,22,FROZEN,7/5/2020,7/27/2020,1,36.51,36.51,Madhya Pradesh,Wholesale,67,21.06,125.6,SAFE,YES
Delhi,303.89,72,Large,11/25/2021,7,Lassi,Raj,235.59,12.59,2966.08,12,Refridgerated,10/5/2021,10/17/2021,203,17.12,3475.36,Bihar,Wholesale,32,92.82,93.19,IN DANGER,NO
Chandigarh,214.64,73,Small,1/16/2021,2,Butter,Mother Dairy,619.12,22.14,13707.32,32,Refrigerated,11/26/2020,12/28/2020,333,26.28,8751.24,Maharashtra,Retail,286,48.44,90.08,SAFE,NO
Rajasthan,948.7,96,Small,11/11/2020,5,Ice Cream,Mother dairy,689.83,80.54,55558.91,25,Frozen,11/7/2020,12/2/2020,283,85.53,24204.99,Kerala,Online,406,19.92,59.9,SAFE,YES
Tamil Nadu,228.54,29,Medium,12/11/2021,4,Yogurt,Palle2patnam,618.75,26.16,16186.5,22,Frozen,11/19/2021,2021/12/11,305,21.98,6703.9,Tamil Nadu,Wholesale,313,58.33,122.13,SAFE,YES
Uttar Pradesh,94.15,35,Medium,2/27/2020,3,Cheese,Dynamix Dairies,736.8,67.27,49564.54,63,Refrigerated,"January 12, 2020",3/15/2020,431,64.41,27760.71,Haryana,Wholesale,305,59.0,192.23,SAFE,YES
Jharkhand,351.99,30,Large,1/15/2022,1,Milk,Raj,873.12,30.03,26219.79,26,Tetra Pack,12/30/2021,1/25/2022,89,26.76,2381.64,Delhi,Online,784,54.16,119.15,SAFE,YES
Tamil Nadu,703.33,18,Small,5/12/2019,10,Ghee,Mother Dairy,554.64,38.08,21120.69,128,Ambient,4/4/2019,8/10/2019,216,39.84,8605.44,Uttar Pradesh,Online,338,67.07,75.98,SAFE,YES
  Gujarat  ,375.72,74,Large,6/26/2022,9,Paneer,Sudha,542.68,60.58,32875.55,13,Refrigerated,02/06/2022,6/15/2022,393,59.72,23469.96,Madhya Pradesh,Retail,149,21.75,86.49,SAFE,NO
Karnataka,987.89,25,Small,11/10/2019,9,Paneer,Raj,29.9,89.98,2690.4,11,REFRIGERATED,10/20/2019,10/31/2019,11,87.27,959.97,Maharashtra,Online,18,55.77,33.26,IN DANGER,NO
Uttar Pradesh,976.38,69,Small,7/21/2019,6,Curd,Sudha,540.66,31.62,17095.67,6,Refrigerated,7/13/2019,19/07/2019,381,29.7,11315.7,Kerala,Wholesale,159,89.44,143.37,SAFE,NO
Rajasthan,444.16,92,Small,4/17/2019,6,Curd,Amul,-498.79,30.17,15048.49,7,REFRIGERATED,3/30/2019,4/6/2019,149,29.07,4331.43,Chandigarh,Wholesale,349,89.35,143.68,SAFE,NO
Haryana,80.62,88,Small,9/3/2021,1,Milk,Amul,167.8,,15247.99,1,Polythene Packet,7/30/2021,7/31/2021,154,86.5,13321.0,Bihar,Retail,13,77.92,137.73,IN DANGER,NO
Uttar Pradesh,619.73,29,Medium,10/17/2022,5,Ice Cream,Palle2patnam,128.71,92.66,11926.27,25,Frozen,9/24/2022,10/19/2022,100,92.79,9279.0,Tamil Nadu,Wholesale,28,94.84,72.69,IN DANGER,YES
Delhi,238.74,79,Medium,11/19/2021,3,Cheese,Amul,846.53,65.87,55760.93,33,Frozen,11/3/2021,06/12/2021,514,69.77,35861.78,Chandigarh,Retail,332,41.65,98.56,SAFE,YES
Madhya Pradesh,84.26,44,Small,7/10/2019,10,Ghee,Amul,931.76,78.62,73254.97,137,Ambient,6/21/2019,11/5/2019,461,79.17,36497.37,Jharkhand,Wholesale,470,61.19,103.43,SAFE,YES
Madhya Pradesh,928.6,58,Medium,7/10/2020,1,Milk,Sudha,398.72,42.5,16945.6,24,Tetra Pack,5/24/2020,6/17/2020,300,41.68,12504.0,Rajasthan,Wholesale,98,53.78,89.0,SAFE,NO
Gujarat,174.94,61,Large,9/2/2019,6,Curd,Amul,571.37,12.02,6867.87,5,Refrigerated,7/30/2019,8/4/2019,244,11.47,2798.68,Karnataka,Wholesale,327,46.28,152.64,SAFE,NO
West Bengal,784.29,25,Large,4/27/2020,1,Milk,Amul,528.11,21.98,11607.86,2,Polythene Packet,3/3/2020,3/5/2020,177,25.47,4508.19,Chandigarh,Retail,351,18.29,89.61,SAFE,NO
Karnataka,818.69,22,Medium,7/4/2021,1,Milk,Sudha,918.29,46.01,42250.52,2,Polythene Packet,05-06-2021,07-06-2021,306,43.98,13457.88,Delhi,Wholesale,612,81.48,181.93,SAFE,NO
Maharashtra,837.36,11,Large,2/28/2019,6,Curd,Raj,858.6,98.59,84649.37,6,Refrigerated,1/7/2019,1/13/2019,31,97.9,3034.9,Uttar Pradesh,Retail,827,47.01,129.76,SAFE,NO
Gujarat,139.88,80,Small,11/24/2019,10,Ghee, amul,598.61,75.81,45380.62,99,Ambient,9/29/2019,1/6/2020,25,80.47,2011.75,Karnataka,Wholesale,573,35.17,25.85,SAFE,YES
Delhi,707.46,31,Small,9/19/2022,5,Ice Cream,Amul,470.57,22.25,10470.18,30,Frozen,9/15/2022,10/15/2022,309,19.94,6161.46,Haryana,Online,161,29.15,79.53,SAFE,YES
Haryana,248.12,25,Large,2/11/2021,2,Butter,Warana,884.43,15.61,13805.95,34,Refrigerated,2/5/2021,3/11/2021,104,14.45,1502.8,Rajasthan,Retail,780,96.91,146.91,SAFE,YES
Chandigarh,481.04,100,Small,4/4/2019,5,Ice Cream,Dodla Dairy,673.03,18.56,12491.44,25,Frozen,2/8/2019,3/5/2019,643,20.27,13033.61,Uttar Pradesh,Wholesale,30,27.12,67.53,SAFE,NO
Chandigarh,537.49,19,Large,9/28/2019,2,Butter,Parag Milk Foods,431.76,81.72,35283.43,29,Frozen,8/1/2019,8/30/2019,193,81.27,15685.11,Tamil Nadu,Retail,238,88.69,96.13,SAFE,NO
Gujarat,640.32,60,Small,9/28/2020,8,Buttermilk,,767.8,92.04,70668.31,14,Refrigerated,8/3/2020,17/08/2020,42,89.14,3743.88,Gujarat,Online,725,19.2,198.07,SAFE,NO
Maharashtra,245.16,77,Large,6/11/2020,9,Paneer,Sudha,372.36,77.6,28895.14,10,,5/11/2020,5/21/2020,47,74.07,3481.29,Chandigarh,Wholesale,325,67.7,32.37,SAFE,NO
Karnataka,247.28,92,Large,7/28/2020,5,Ice Cream,Amul,808.62,45.86,37083.31,25,Frozen,7/14/2020,8/8/2020,110,49.29,5421.9,Tamil Nadu,Wholesale,698,53.08,138.81,SAFE,YES
Bihar,761.3,33,Large,8/6/2020,3,Cheese,Britannia Industries,345.82,88.6,30639.65,81,Refrigerated,7/22/2020,10/11/2020,100,85.77,8577.0,Telangana,Online,245,19.63,72.18,SAFE,YES
  Delhi  ,812.67,96,Medium,3/12/2021,6,Curd,Mother Dairy,219.46,379.0471033905671,3978.81,5,Refrigerated,1/18/2021,1/23/2021,143,21.36,3054.48,Karnataka,Wholesale,76,44.73,134.83,SAFE,NO
  Delhi  ,276.52,83,Small,1/5/2022,6,Curd,MOTHER DAIRY,294.23,43.2,12710.74,6,Refrigerated,12/18/2021,12/24/2021,35,39.37,1377.95,Kerala,Wholesale,259,68.99,117.13,SAFE,NO
Delhi,524.76,69,Large,7/21/2021,2,Butter,Mother Dairy,8.0,47.71,381.68,40,Frozen,01-06-2021,7/11/2021,4,49.78,199.12,Jharkhand,Online,4,72.23,107.43,IN DANGER,NO
Karnataka,133.58,20,Large,8/2/2021,8,Buttermilk,Sudha,957.7,36.91,35348.71,7,Refrigerated,7/24/2021,7/31/2021,648,40.11,25991.28,Telangana,Wholesale,309,38.02,192.68,SAFE,NO
Gujarat,746.97,95,Medium,2/2/2019,5,Ice Cream,MOTHER DAIRY,791.28,80.74,63887.95,27,Frozen,1/18/2019,2/14/2019,304,77.93,23690.72,Telangana,Retail,487,56.53,139.22,SAFE,YES
Karnataka,983.66,28,Small,4/12/2021,4,Yogurt,Mother Dairy,205.57,15.32,3149.33,21,Refrigerated,4/7/2021,4/28/2021,73,11.57,844.61,Delhi,Online,132,98.61,114.37,SAFE,YES
West Bengal,859.25,92,Small,4/28/2020,7,Lassi,Mother dairy,749.78,25.91,19426.8,17,Refrigerated,3/13/2020,3/30/2020,324,21.82,7069.68,Haryana,Wholesale,425,12.49,159.68,SAFE,NO
Delhi,164.57,64,Large,9/23/2020,8,Buttermilk,Sudha,793.89,59.08,46903.02,8,Refrigerated,9/18/2020,9/26/2020,226,61.72,13948.72,Telangana,Retail,567,41.32,70.72,SAFE,YES
Maharashtra,370.01,58,Small,9/1/2022,8,Buttermilk,Sudha,201.09,36.7,7380.0,11,REFRIGERATED,8/15/2022,8/26/2022,94,40.03,3762.82,Tamil Nadu,Retail,107,98.65,93.27,SAFE,NO
Gujarat,419.65,21,Large,2/10/2022,1,Milk,Raj,932.1,32.6,30386.46,23,Tetra Pack,1/23/2022,2/15/2022,389,32.83,12770.87,Kerala,Wholesale,543,14.7,65.91,SAFE,YES
West Bengal,861.77,41,Medium,4/8/2019,4,Yogurt,Mother Dairy,917.28,58.51,53670.05,30,Refrigerated,3/16/2019,4/15/2019,6,61.17,367.02,Madhya Pradesh,Retail,911,89.64,46.65,SAFE,YES
Chandigarh,450.57,77,Small,9/12/2019,6,Curd, amul,963.06,33.31,32079.53,5,Refrigerated,8/16/2019,8/21/2019,15,36.01,540.15,Bihar,Retail,948,76.59,70.13,SAFE,NO
Gujarat,836.93,40,Large,3/19/2022,7,Lassi,Amul,452.1,37.92,17143.63,16,Refrigerated,2/24/2022,3/12/2022,409,37.38,15288.42,Haryana,Retail,43,99.51,117.22,IN DANGER,NO
Kerala,215.95,90,Large,1/15/2021,2,Butter,Parag Milk Foods,266.24,68.08,18125.62,28,Refrigerated,"November 24, 2020",12/22/2020,142,72.95,10358.9,West Bengal,Wholesale,124,28.39,114.85,SAFE,NO
Chandigarh,577.14,13,Large,5/3/2019,9,Paneer,Mother Dairy,571.67,22.63,12936.89,8,REFRIGERATED,3/22/2019,3/30/2019,401,25.34,10161.34,Tamil Nadu,Retail,170,35.0,52.19,SAFE,NO
Tamil Nadu,17.06,93,Small,8/4/2020,4,Yogurt,Mother Dairy,643.35,12.01,7726.63,28,Frozen,6/14/2020,7/12/2020,320,13.71,4387.2,Chandigarh,Wholesale,323,25.65,182.51,SAFE,NO
Chandigarh,179.39,79,Small,12/11/2020,8,Buttermilk,Mother Dairy,-924.2,51.69,47771.9,7,Refrigerated,12/9/2020,12/16/2020,919,51.64,47457.16,Tamil Nadu,Wholesale,5,46.68,162.49,IN DANGER,YES
West Bengal,711.12,100,Medium,4/7/2020,9,Paneer,Raj,-431.2,38.43,16571.02,14,Refrigerated,12-02-2020,2/26/2020,307,40.75,12510.25,Delhi,Retail,124,52.47,87.38,SAFE,NO
Chandigarh,125.51,27,Small,2/26/2022,2,Butter,amul,525.47,60.74,31917.05,28,Refrigerated,2/20/2022,3/20/2022,237,61.29,14525.73,West Bengal,Retail,288,59.93,179.24,SAFE,YES
Maharashtra,704.53,38,Small,7/19/2020,10,Ghee,Amul,220.99,46.01,10167.75,108,,6/10/2020,9/26/2020,178,42.8,7618.4,Gujarat,Retail,42,44.05,190.86,IN DANGER,YES
Delhi,486.36,51,Large,1/2/2021,8,Buttermilk,Raj,361.21,1117.488564601534,19306.67,10,Refrigerated,12/27/2020,1/6/2021,325,50.11,16285.75,Haryana,Retail,36,80.17,152.24,IN DANGER,YES
Rajasthan,751.01,83,Large,10/25/2022,6,Curd,Raj,695.49,51.34,35706.46,6,Refrigerated,10/19/2022,"October 25, 2022",239,48.26,11534.14,Tamil Nadu,Wholesale,456,35.99,196.75,SAFE,YES
West Bengal,774.49,42,Small,4/22/2022,10,Ghee,Raj,946.24,95.16,90044.2,147,Ambient,3/13/2022,8/7/2022,901,98.9,89108.9,West Bengal,Online,45,28.53,41.19,SAFE,YES
Uttar Pradesh,424.81,64,Small,9/22/2019,2,Butter,,845.0,53.64,45325.8,28,Frozen,9/3/2019,10/1/2019,170,54.54,9271.8,Gujarat,Retail,675,99.36,89.61,SAFE,YES
Uttar Pradesh,818.96,32,Large,12/26/2021,2,Butter,Mother Dairy,595.94,60.24,35899.43,32,Frozen,11/8/2021,12/10/2021,212,62.53,13256.36,Kerala,Retail,383,14.14,102.06,SAFE,NO
  Haryana  ,717.6,42,Medium,10/12/2021,3,Cheese,Britannia Industries,710.02,14.13,10032.58,71,FROZEN,10/1/2021,12/11/2021,701,12.33,8643.33,Delhi,Retail,9,72.08,190.9,IN DANGER,YES
West Bengal,296.09,81,Small,2/10/2021,1,Milk,,640.3,13.48,8631.24,1,Polythene Packet,1/17/2021,1/18/2021,506,17.37,8789.22,Haryana,Online,134,79.93,30.42,SAFE,NO
Gujarat,151.25,39,Small,4/14/2021,6,Curd,Mother Dairy,777.23,93.74,72857.54,6,refrigerated,4/3/2021,4/9/2021,379,98.57,37358.03,Rajasthan,Wholesale,398,10.52,103.34,SAFE,NO
Kerala,903.5,88,Medium,7/12/2022,5,Ice Cream,Mother Dairy,164.84,,2574.8,30,Frozen,7/11/2022,8/10/2022,128,16.7,2137.6,Karnataka,Wholesale,36,94.77,119.93,IN DANGER,YES
Karnataka,424.88,61,Small,12/22/2019,3,Cheese,Britannia Industries,280.89,37.61,10564.27,33,,10/29/2019,12/1/2019,164,41.61,6824.04,Karnataka,Wholesale,116,93.06,97.87,SAFE,NO
Kerala,453.66,43,Medium,4/5/2020,2,Butter,Amul,-369.67,41.31,15271.07,40,Frozen,2/15/2020,3/26/2020,233,40.86,9520.38,Chandigarh,Online,136,77.18,162.76,SAFE,NO
Kerala,524.2,99,Medium,10/16/2022,2,Butter,Warana,269.49,99.52,26819.64,36,Refrigerated,9/26/2022,11/1/2022,73,104.15,7602.95,Tamil Nadu,Retail,196,12.53,76.77,SAFE,YES
Maharashtra,391.71,69,Small,11/27/2021,3,Cheese,Dynamix Dairies,295.64,50.78,15012.6,43,Refrigerated,11/9/2021,12/22/2021,278,50.84,14133.52,Maharashtra,Online,17,45.65,90.81,IN DANGER,YES
Karnataka,24.36,29,Small,12/28/2021,6,Curd,Amul,422.15,31.95,13487.69,6,Refrigerated,11/9/2021,11/15/2021,325,29.32,9529.0,Gujarat,Online,97,75.75,54.03,SAFE,NO
Uttar Pradesh,197.25,64,Large,3/15/2022,1,Milk,Mother Dairy,313.91,59.23,18592.89,1,Polythene Packet,1/24/2022,1/25/2022,9,60.31,542.79,Telangana,Wholesale,304,23.22,160.4,SAFE,NO
Karnataka,710.15,62,Small,9/16/2022,1,Milk,Raj,726.14,63.41,46044.54,2,Polythene Packet,8/9/2022,8/11/2022,77,58.71,4520.67,Uttar Pradesh,Retail,649,32.6,45.85,SAFE,NO
Delhi,448.84,68,Medium,12/9/2019,9,Paneer,Mother Dairy,293.04,26.13,7657.14,8,Refrigerated,"October 26, 2019",11/3/2019,137,30.49,4177.13,Rajasthan,Retail,156,71.34,30.91,SAFE,NO
Delhi,843.08,44,Large,4/23/2020,6,Curd,Mother Dairy,460.57,1842.9675766066462,40599.25,7,Refrigerated,3/28/2020,4/4/2020,203,90.14,18298.42,Jharkhand,Online,257,93.42,115.22,SAFE,NO
Chandigarh,255.69,57,Small,1/18/2019,7,Lassi,Amul,34.61,42.72,1478.54,14,Refrigerated,11/26/2018,12/10/2018,10,40.85,408.5,Maharashtra,Retail,24,75.41,39.11,IN DANGER,NO
Rajasthan,222.28,90,Large,2/1/2019,9,Paneer,Raj,522.24,91.19,47623.07,8,Refrigerated,12/29/2018,1/6/2019,192,89.41,17166.72,Kerala,Wholesale,330,96.48,171.46,SAFE,NO
Uttar Pradesh,140.28,16,Medium,2/26/2022,3,Cheese,,227.25,46.19,10496.68,74,Refrigerated,1/18/2022,4/2/2022,106,46.42,4920.52,Maharashtra,Wholesale,121,58.07,111.72,SAFE,YES
Uttar Pradesh,188.13,90,Large,1/22/2021,6,Curd,,423.01,93.64,39610.66,6,Refrigerated,19/12/2020,25/12/2020,145,97.68,14163.6,West Bengal,Online,278,45.85,154.67,SAFE,NO
Kerala,169.68,75,Medium,12/26/2021,3,Cheese,Dynamix Dairies,308.04,20.84,6419.55,38,Frozen,12/12/2021,1/19/2022,76,16.35,1242.6,Chandigarh,Retail,232,96.35,155.94,SAFE,YES
  Gujarat  ,817.13,13,Medium,1/1/2022,7,Lassi,Raj,76.32,39.45,3010.82,17,Refrigerated,11/28/2021,12/15/2021,62,44.21,2741.02,Rajasthan,Retail,14,47.73,195.66,IN DANGER,NO
Kerala,695.63,94,Large,7/15/2021,1,Milk,Amul,171.51,46.7,8009.52,27,Tetra Pack,7/3/2021,7/30/2021,78,43.99,3431.22,Uttar Pradesh,Wholesale,93,96.66,20.61,IN DANGER,YES
Telangana,269.04,58,Small,4/25/2020,5,Ice Cream,Palle2patnam,-139.2,47.56,6620.35,24,Frozen,3/9/2020,4/2/2020,107,51.45,5505.15,Uttar Pradesh,Retail,32,44.92,55.08,IN DANGER,NO
Rajasthan,449.24,70,Medium,1/28/2020,9,Paneer,Sudha,438.18,73.76,32320.16,8,Refrigerated,12/18/2019,12/26/2019,379,72.35,27420.65,Madhya Pradesh,Retail,59,52.29,79.52,SAFE,NO
Maharashtra,722.44,51,Large,1/12/2021,5,Ice Cream,Palle2patnam,450.06,29.22,13150.75,28,Frozen,12/24/2020,1/21/2021,54,31.47,1699.38,West Bengal,Online,396,84.73,123.32,SAFE,YES
Delhi,457.79,27,Medium,8/20/2020,5,Ice Cream,Palle2patnam,328.86,28.79,9467.88,26,Frozen,7/11/2020,06-08-2020,241,29.82,7186.62,West Bengal,Wholesale,87,99.53,58.08,IN DANGER,NO
Chandigarh,617.12,26,Small,3/27/2020,10,Ghee,Raj,219.0,57.4,12570.6,66,Ambient,2/4/2020,4/10/2020,157,58.55,9192.35,Maharashtra,Retail,62,47.66,158.96,SAFE,YES
Kerala,131.75,69,Large,5/15/2021,8,Buttermilk,Amul,913.1,61.34,56009.55,13,Refrigerated,4/10/2021,4/23/2021,836,66.16,55309.76,Bihar,Retail,77,44.79,90.24,SAFE,NO
Gujarat,785.39,44,Small,10/14/2021,9,Paneer,Raj,118.89,23.4,2782.03,12,,9/3/2021,9/15/2021,111,26.13,2900.43,West Bengal,Wholesale,7,26.82,164.89,IN DANGER,NO
West Bengal,156.1,80,Medium,1/24/2020,10,Ghee,Raj,328.31,87.89,28855.17,144,Ambient,12/12/2019,5/4/2020,107,87.93,9408.51,Haryana,Online,221,39.81,129.31,SAFE,YES
Chandigarh,286.26,70,Medium,12/15/2020,5,Ice Cream,,50.4,52.51,2646.5,25,Frozen,24-11-2020,12/19/2020,8,53.26,426.08,Karnataka,Online,42,14.58,96.39,SAFE,YES
Bihar,583.88,79,Medium,3/8/2021,1,Milk,Raj,285.91,96.14,27487.39,23,Tetra Pack,2/23/2021,3/18/2021,226,99.05,22385.3,Uttar Pradesh,Online,59,68.02,168.59,IN DANGER,YES
Telangana,547.71,28,Large,12/15/2019,1,Milk,Sudha,8.26,81.21,670.79,27,Tetra Pack,11/23/2019,12/20/2019,5,83.02,415.1,Delhi,Wholesale,3,87.91,121.99,IN DANGER,YES
Bihar,298.27,89,Small,4/21/2019,8,Buttermilk,Raj,861.72,89.29,76942.98,11,REFRIGERATED,3/4/2019,3/15/2019,546,92.85,50696.1,Delhi,Online,315,87.12,132.17,SAFE,NO
Madhya Pradesh,113.72,46,Large,10/1/2020,10,Ghee,Sudha,428.54,40.5,17355.87,87,Ambient,8/30/2020,11/25/2020,341,37.1,12651.1,Maharashtra,Retail,87,20.08,151.38,SAFE,YES
Delhi,636.06,12,Small,1/22/2020,8,Buttermilk,Mother Dairy,552.22,53.53,29560.34,12,Refrigerated,1/2/2020,1/14/2020,77,51.76,3985.52,Haryana,Retail,475,74.85,107.75,SAFE,NO
Uttar Pradesh,755.21,13,Small,3/2/2020,9,Paneer,Sudha,580.5,15.96,9264.78,13,Refrigerated,2/5/2020,18-02-2020,246,18.07,4445.22,Kerala,Retail,334,96.39,99.44,SAFE,NO
Haryana,790.14,77,Small,9/24/2021,10,Ghee,Sudha,625.8,41.5,25970.7,92,Ambient,9/3/2021,12/4/2021,602,39.09,23532.18,Jharkhand,Online,23,10.38,143.79,SAFE,YES
Haryana,810.95,55,Large,10/16/2019,8,Buttermilk,Mother dairy,148.87,47.5,7071.33,11,Refrigerated,10/8/2019,10/19/2019,90,44.56,4010.4,Jharkhand,Retail,58,43.83,199.59,SAFE,YES
Rajasthan,721.51,15,Medium,8/20/2019,8,Buttermilk,Raj,901.13,20.87,18806.58,11,,7/26/2019,8/6/2019,120,16.74,2008.8,Delhi,Wholesale,781,52.33,109.28,SAFE,NO
Haryana,615.2,16,Large,4/21/2020,10,Ghee,Mother Dairy,335.67,69.34,23275.36,77,Ambient,4/11/2020,6/27/2020,184,71.67,13187.28,Madhya Pradesh,Online,151,15.37,178.33,SAFE,YES
West Bengal,987.82,18,Medium,1/11/2019,4,Yogurt,Palle2patnam,22.08,19.79,436.96,21,Refrigerated,1/4/2019,25/01/2019,1,20.45,20.45,West Bengal,Wholesale,21,32.34,70.43,IN DANGER,YES
  Gujarat  ,378.37,12,Large,1/21/2022,3,Cheese,Dynamix Dairies,270.62,75.07,20315.44,36,Refrigerated,12/22/2021,1/27/2022,212,70.43,14931.16,Rajasthan,Retail,58,11.97,84.91,SAFE,YES
Gujarat,919.39,92,Large,2/6/2021,6,Curd,Sudha,562.0,57.25,32174.5,6,Refrigerated,1/20/2021,26/01/2021,526,56.3,29613.8,Jharkhand,Wholesale,36,39.48,63.82,IN DANGER,NO
West Bengal,33.95,34,Medium,1/21/2022,2,Butter,Parag Milk Foods,8.36,,284.07,35,Frozen,12/16/2021,1/20/2022,7,35.84,250.88,Uttar Pradesh,Online,1,59.05,197.51,IN DANGER,NO
Madhya Pradesh,623.07,76,Medium,1/26/2021,8,Buttermilk,Amul,-78.56,74.96,5888.86,8,Refrigerated,11/28/2020,12/6/2020,38,74.83,2843.54,Madhya Pradesh,Wholesale,40,20.97,189.48,SAFE,NO
Delhi,66.84,48,Medium,5/21/2022,5,Ice Cream,Mother Dairy,333.95,36.43,12165.8,24,Frozen,4/8/2022,5/2/2022,154,36.69,5650.26,Kerala,Wholesale,179,57.6,133.8,SAFE,NO
Kerala,86.36,100,Small,10/14/2021,4,Yogurt,Dodla Dairy,30.84,18.93,583.8,22,Refrigerated,10/13/2021,11/4/2021,19,17.5,332.5,Haryana,Retail,11,24.34,147.78,IN DANGER,YES
Kerala,103.0,70,Large,6/15/2021,8,Buttermilk,Amul,986.37,92.64,91377.32,9,Refrigerated,5/6/2021,5/15/2021,73,95.34,6959.82,Tamil Nadu,Wholesale,913,42.13,191.76,SAFE,NO
West Bengal,391.59,81,Small,11/7/2021,2,Butter,AMUL,911.55,92.76,84555.38,31,Frozen,9/21/2021,10/22/2021,526,96.17,50585.42,Delhi,Online,385,81.76,156.54,SAFE,NO
Maharashtra,656.9,21,Small,3/7/2020,6,Curd,Amul,983.13,88.22,86731.73,7,Refrigerated,2/9/2020,2/16/2020,53,89.94,4766.82,Kerala,Retail,930,14.82,125.72,SAFE,NO
Kerala,166.71,57,Large,2/7/2019,2,Butter,Amul,127.67,19.65,2508.72,35,Frozen,12/21/2018,1/25/2019,26,22.59,587.34,Karnataka,Retail,101,82.15,109.14,SAFE,NO
Delhi,69.68,98,Small,12/18/2020,1,Milk,AMUL,45.54,29.24,1331.59,24,Tetra Pack,10/31/2020,11/24/2020,21,31.9,669.9,Kerala,Online,24,48.13,86.37,IN DANGER,NO
Chandigarh,650.16,58,Medium,11/12/2022,5,Ice Cream,Dodla Dairy,934.46,49.67,46414.63,24,Frozen,10/7/2022,10/31/2022,247,53.89,13310.83,Kerala,Wholesale,687,54.71,182.97,SAFE,NO
Haryana,699.13,47,Large,1/28/2021,10,Ghee,Raj,779.75,87.66,68352.89,65,AMBIENT,2021/01/19,3/25/2021,200,83.75,16750.0,Chandigarh,Retail,579,67.13,80.22,SAFE,YES
Jharkhand,962.23,75,Medium,4/21/2022,10,Ghee,Amul,9.28,93.4,866.75,137,Ambient,4/3/2022,8/18/2022,2,94.25,188.5,Gujarat,Wholesale,7,98.07,143.28,IN DANGER,YES
Haryana,694.1,16,Small,3/12/2020,7,Lassi,Raj,204.46,67.46,13792.87,15,Refrigerated,3/6/2020,3/21/2020,7,63.79,446.53,Uttar Pradesh,Online,197,62.94,160.93,SAFE,YES
Telangana,714.49,20,Small,6/28/2019,4,Yogurt,Dodla Dairy,258.37,85.72,22147.48,22,Refrigerated,28-05-2019,19/06/2019,31,85.15,2639.65,Maharashtra,Retail,227,77.98,182.29,SAFE,NO
Delhi,792.03,59,Medium,11/24/2020,9,Paneer,Sudha,931.26,,67022.78,10,Refrigerated,12/11/2020,11/22/2020,443,70.72,31328.96,Bihar,Retail,488,23.16,145.06,SAFE,NO
Delhi,976.79,94,Large,6/26/2019,6,Curd,Sudha,880.79,35.11,30924.54,6,Refrigerated,5/28/2019,6/3/2019,587,34.0,19958.0,Telangana,Retail,293,76.13,183.06,SAFE,NO
West Bengal,375.75,26,Medium,9/5/2021,4,Yogurt,Palle2patnam,679.71,83.66,56864.54,25,Frozen,8/22/2021,9/16/2021,199,84.34,16783.66,Gujarat,Retail,480,83.01,120.99,SAFE,YES
Chandigarh,600.68,56,Medium,12/13/2021,3,Cheese,,278.59,50.93,14188.59,34,,11/21/2021,12/25/2021,53,49.66,2631.98,Uttar Pradesh,Retail,225,98.8,46.38,SAFE,YES
Delhi,686.78,40,Small,6/14/2020,7,Lassi,Amul,740.51,47.03,34826.19,13,Refrigerated,12/05/2020,5/25/2020,732,46.47,34016.04,Bihar,Online,8,69.07,41.29,IN DANGER,NO
Gujarat,211.75,28,Small,11/8/2020,4,Yogurt,AMUL,297.12,81.42,24191.51,30,Refrigerated,9/29/2020,10/29/2020,134,77.05,10324.7,Madhya Pradesh,Online,163,40.28,42.76,SAFE,NO
Delhi,298.54,10,Medium,8/28/2022,1,Milk,Mother Dairy,878.52,14.17,12448.63,25,Tetra Pack,8/7/2022,9/1/2022,639,13.71,8760.69,Gujarat,Retail,239,83.0,170.31,SAFE,YES
Tamil Nadu,188.48,35,Small,12/7/2020,7,Lassi,Raj,579.01,74.59,43188.36,18,Refrigerated,12/3/2020,12/21/2020,62,77.03,4775.86,Kerala,Retail,517,13.81,72.97,SAFE,YES
Chandigarh,92.84,75,Medium,10/2/2019,2,Butter,,644.45,53.55,34510.3,39,Frozen,8/15/2019,9/23/2019,434,52.72,22880.48,Gujarat,Online,210,67.99,100.59,SAFE,NO
Karnataka,326.98,33,Large,2/7/2022,2,Butter,Amul,282.3,96.59,27267.36,33,Refrigerator,12/24/2021,1/26/2022,113,97.75,11045.75,Uttar Pradesh,Retail,169,46.24,193.37,SAFE,NO
